driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,samples
SAMSUNG HD752LJ,HDD,698.6,682,6820,,,,2013,5
Seagate ST500LX012,HDD,465.8,682,6821,151.99,4.49,0.33,2015,14
Patriot Torqx TRB 32GB SSD,SSD,28.1,681,6822,,,,2013,1
WDC WD2002FYPS,HDD,1800,681,6823,138.75,4.91,0.08,2009,40
WD5000LPVX-75V0,HDD,465.8,681,6824,,,,2014,7
Hitachi HDS721050CLA360,HDD,465.8,681,6825,,,,2012,24
Patriot Warp V2 64GB,SSD,59.6,680,6826,,,,2018,1
WD5000LPVT-60G3,HDD,465.8,680,6827,,,,2013,7
MD07500-BLDW-RO,HDD,698.6,680,6828,,,,2013,6
HGST HTS 545050A7E680,HDD,465.8,679,6829,,,,2013,7
WDC WD64 00AARS,HDD,596.2,679,6830,,,,2012,12
TOSHIBA HDWM110,HDD,931.5,679,6831,,,,2015,23
SAMSUNG HD162GJ,HDD,149,679,6832,,,,2009,28
MB0500EAMZD,HDD,465.8,678,6833,,,,2014,10
GB1000EAMYC,HDD,931.5,677,6834,,,,2013,29
MS-1000ES2 32GB,SSD,28.5,677,6835,,,,2013,1
HITACHI HTS7275,HDD,698.6,677,6836,,,,2013,13
SAMSUNG HE103UJ,HDD,931.5,677,6837,,,,2009,13
WDC WD2003FYPS,HDD,1800,676,6838,120.01,5.64,0.07,2014,6
SPCC Solid State B28,HDD,29.7,676,6839,,,,2011,1
WD WD20EARS-60MVWB0,HDD,1800,676,6840,,,,2016,5
Seagate ST3750523AS,HDD,698.6,675,6841,,,,2012,5
WDC WD1600AAKS,HDD,149,675,6842,,,,2012,18
Hitachi HDS72105,HDD,465.8,675,6843,,,,2012,51
WDC WD6400AAKS,HDD,596.2,675,6844,42,16.07,0.07,2009,99
Seagate ST2000LM015,HDD,1800,675,6845,118,5.72,0.07,2017,18
Hitachi HTS72757,HDD,698.6,674,6846,,,,2012,38
G.SKILL 128GB SSD,SSD,119.4,674,6847,,,,2014,2
SanDisk DS2064,SSD,58.2,674,6848,,,,2015,10
WDC WD5000LPVT,HDD,465.8,674,6849,14,48.13,0.03,2012,52
Hynix HBG4e,SSD,29.1,673,6850,,,,2013,8
Seagate ST750LX003,HDD,698.6,673,6851,127.49,5.28,0.18,2011,16
Hitachi HUA722050CLA330,HDD,465.8,673,6852,,,,2012,36
Hitachi HDS5C3015ALA632,HDD,1400,673,6853,,,,2011,11
WDC WD5000L12X,HDD,480.7,673,6854,,,,2014,13
Hitachi HDS723020BLA,HDD,1800,673,6855,,,,2013,6
TOSHIBA DT01ACA025,HDD,232.9,673,6856,,,,2014,16
Toshiba 032G74,HDD,29.1,673,6857,,,,2016,10
WDC WD1001FALS,HDD,931.5,672,6858,109.13,6.15,0.12,2009,38
WDC WD5000LPVX,HDD,465.8,671,6859,27.48,24.42,0.06,2013,307
Hitachi HTS723232A7A365,HDD,298.1,671,6860,,,,2013,24
TOSHIBA MQ01ABD050,HDD,465.8,671,6861,20.95,32.01,0.04,2012,137
Samsung MBG4GC,HDD,29.1,670,6862,,,,2013,47
TOSHIBA MQ01ABD032VS,HDD,298.1,670,6863,,,,2017,5
HGST HTS541075A7E630,HDD,698.6,669,6864,,,,2014,29
Kingston SSDNow 256GB,SSD,238.5,668,6865,146.73,4.55,0.62,2014,2
WD10JPVT-75A1YT,HDD,931.5,668,6866,,,,2014,11
Seagate ST1000LM014,HDD,931.5,668,6867,89.91,7.43,0.1,2013,288
WDC WD2500AAKS,HDD,232.9,667,6868,51.99,12.84,0.22,2010,15
VB0160EAVEQ,HDD,149,667,6869,,,,2012,9
HGST HTS541010A7E6300,HDD,931.5,666,6870,,,,2015,15
Seagate ST1000LM 048-2E7172,HDD,931.5,666,6871,,,,2017,6
Seagate ST500LT032,HDD,465.8,665,6872,34.99,19.01,0.08,2013,6
SAMSUNG HD153WI,HDD,1400,665,6873,,,,2012,22
TOSHIBA THNSNB128GMCJ,SSD,98.6,665,6874,,,,2011,1
GB0500EAFJH,HDD,465.8,665,6875,,,,2012,5
Kingrich KM3 32GB MSATA22,SSD,29.8,665,6876,,,,2015,1
SAMSUNG HD161GJ,HDD,149,665,6877,26.99,24.62,0.18,2009,30
SAMSUNG HD103UJ,HDD,931.5,665,6878,89.42,7.43,0.1,2008,32
Hitachi HDT721050SLA360,HDD,244.1,664,6879,,,,2009,1
WDC WD10EVDS,HDD,97.7,664,6880,230,2.89,2.35,2010,1
TOSHIBA MQ02ABF050H,HDD,465.8,663,6881,52.99,12.51,0.11,2015,35
Hitachi HCS721010CLA332,HDD,931.5,663,6882,99,6.7,0.11,2014,7
MARSHAL MAL2750SA-T54,HDD,698.6,663,6883,,,,2015,11
GB0250EAFYK,HDD,232.9,662,6884,,,,2013,36
Seagate STM33204 18AS,HDD,298.1,662,6885,,,,2012,5
WDC WD20EARS,HDD,1800,662,6886,64,10.34,0.04,2011,12
Seagate ST3160813AS,HDD,149,662,6887,29.99,22.07,0.2,2009,15
Hitachi HTS727550A9E365,HDD,465.8,661,6888,,,,2012,10
PQI MLC 32GB SSD,SSD,29.8,661,6889,,,,2013,2
Hitachi HDS722020ALA,HDD,1800,661,6890,,,,2012,12
Hitachi HDS5C1050CLA,HDD,465.8,661,6891,,,,2012,15
Seagate ST500DL001,HDD,465.8,661,6892,,,,2013,26
SAMSUNG HD322HJ,HDD,298.1,660,6893,,,,2008,75
Hitachi HTS725032A9A,HDD,298.1,659,6894,,,,2012,5
Seagate ST31000333AS,HDD,931.5,659,6895,243.99,2.7,0.26,2009,379
KINGSTON SV100S232G,HDD,29.7,659,6896,134.99,4.88,4.55,2011,18
SAMSUNG HD642JJ,HDD,596.2,659,6897,69,9.55,0.12,2008,12
HP GB0250C8045,HDD,232.9,658,6898,,,,2013,8
WDC WD6400AADS,HDD,596.2,658,6899,,,,2009,7
WDC WD3200BEKX,HDD,298.1,657,6900,45,14.61,0.15,2013,25
WDC WD3200LPLX,HDD,298.1,657,6901,63.99,10.27,0.21,2015,24
Hitachi HDS721075CLA,HDD,698.6,657,6902,,,,2012,10
MD05000-ALDW-RO,HDD,465.8,657,6903,,,,2013,5
HGST HTS541010A9,HDD,931.5,657,6904,,,,2013,26
SAMSUNG HD503HI,HDD,465.8,657,6905,62.89,10.45,0.14,2009,11
SanDisk 32GB,SSD,29.1,656,6906,,,,2019,3
Seagate BUP Slim BK,HDD,931.5,656,6907,,,,2016,5
Seagate ST500LT012,HDD,465.8,655,6908,132.5,4.95,0.28,2012,705
WDC WD2500LPCX,HDD,232.9,655,6909,,,,2015,10
Seagate ST3640323AS,HDD,596.2,655,6910,189.19,3.46,0.32,2008,92
OCZ Vertex v1275,SSD,119.2,655,6911,,,,2009,1
WDC WD5000LUCT,HDD,465.8,654,6912,60.99,10.72,0.13,2014,27
OCZ CORE SSD,SSD,59.7,654,6913,,,,2014,5
Hitachi HDT721075SLA380,HDD,341.8,654,6914,,,,2009,1
Hitachi HDS5C1010CLA382,HDD,931.5,654,6915,,,,2012,81
SAMSUNG HM320HJ,HDD,298.1,654,6916,68.79,9.51,0.23,2010,136
WDC WD5001AALS,HDD,465.8,652,6917,84,7.77,0.18,2010,20
Hitachi HDT721075SLA360,HDD,698.6,652,6918,,,,2009,17
Seagate STM3320418AS,HDD,298.1,652,6919,,,,2009,53
WL500GSA1672,HDD,465.8,652,6920,,,,2012,6
WDC WD3202ABYS,HDD,97.7,652,6921,94.99,6.86,0.97,2009,1
WDC WD20EADS,HDD,1800,651,6922,152.89,4.26,0.08,2009,6
Seagate ST9750420AS,HDD,698.6,651,6923,59.99,10.86,0.09,2010,45
HITACHI HUA722010ALA330,HDD,931.5,651,6924,,,,2014,8
Hitachi HTS72505,HDD,465.8,651,6925,,,,2012,24
Seagate ST3500312CS,HDD,465.8,651,6926,21.99,29.6,0.05,2009,138
MAXTOR STM3320613AS,HDD,298.1,651,6927,,,,2008,8
Seagate ST31000523AS,HDD,931.5,650,6928,,,,2009,8
WDC WD3200AZRX,HDD,298.1,650,6929,,,,2013,13
Seagate ST3500412AS,HDD,465.8,650,6930,,,,2009,118
Seagate STM3750528AS,HDD,698.6,650,6931,,,,2012,6
SAMSUNG HD321HJ,HDD,298.1,650,6932,,,,2009,8
WDC WD15EARS,HDD,1400,649,6933,58.55,11.09,0.04,2010,23
Seagate ST500LM000,SSD,489,648,6934,31.82,20.38,0.07,2013,238
Hitachi HDS721025CLA682,HDD,232.9,648,6935,29.99,21.62,0.13,2012,10
TOSHIBA MQ01ABD100V,HDD,931.5,648,6936,,,,2016,8
SAMSUNG HM640JJ,HDD,581.5,648,6937,69.99,9.26,0.12,2010,89
Seagate ST320LT009,HDD,298.1,648,6938,,,,2012,6
Hitachi HCS5C1050CLA382,HDD,465.8,647,6939,,,,2013,6
TOSHIBA MQ01ABD075,HDD,698.6,647,6940,47.99,13.49,0.07,2012,135
WD5000LPVT-75G3,HDD,465.8,647,6941,,,,2014,8
WDC WD3202ABYS,HDD,298.1,647,6942,,,,2012,58
TOSHIBA MQ01ABU050W,HDD,465.8,647,6943,,,,2014,5
TOSHIBA MQ01ABD050R,HDD,465.8,647,6944,,,,2014,9
WDC WD3200BEKT,HDD,298.1,646,6945,39.99,16.16,0.13,2012,115
Seagate ST350032 0NS,HDD,465.8,646,6946,,,,2012,14
Hitachi HUA72201,HDD,931.5,646,6947,,,,2013,10
Seagate ST31000340SV,HDD,931.5,646,6948,,,,2013,6
Hitachi HDS72202,HDD,1800,646,6949,,,,2013,6
Hitachi HTS541010A9E680,HDD,931.5,645,6950,49.68,12.99,0.05,2012,14
Seagate ST3750330SV,HDD,698.6,645,6951,49.88,12.93,0.07,2013,11
WDC WD10S21X,HDD,931.5,644,6952,185.99,3.46,0.2,2014,36
Seagate ST1000LM048,HDD,931.5,643,6953,44.99,14.3,0.05,2016,89
Seagate ST350041 4CS,HDD,465.8,643,6954,,,,2013,17
Samsung CWBC3R,HDD,58.2,643,6955,,,,2014,6
TOSHIBA DT01ACA050 8,HDD,465.8,643,6956,,,,2016,5
SAMSUNG HD103SI,HDD,931.5,643,6957,51.71,12.43,0.06,2009,33
Hitachi HDE721010SLA330,HDD,931.5,643,6958,,,,2012,28
SAMSUNG HM250HJ,HDD,218.2,642,6959,134,4.79,0.61,2010,1
Seagate ST3640623AS,HDD,596.2,642,6960,,,,2009,47
WDC WD10EUCX,HDD,931.5,641,6961,88.07,7.28,0.09,2013,21
Hitachi HTS725032A9A365,HDD,298.1,641,6962,,,,2013,18
WDC WD1602ABKS,HDD,149,641,6963,65,9.86,0.44,2009,33
Seagate ST500LT032-1E91,HDD,465.8,641,6964,,,,2014,6
Hitachi HDT721075SLA380,HDD,698.6,641,6965,,,,2013,12
HGST HTS725032A7E630,HDD,298.1,640,6966,19.19,33.35,0.06,2013,61
SAMSUNG HN-M500M,HDD,465.8,639,6967,,,,2013,5
Seagate ST1000LM024,HDD,931.5,638,6968,36.99,17.26,0.04,2012,760
Seagate ST3320418AS,HDD,298.1,638,6969,36.19,17.63,0.12,2009,52
OCZ SOLID SSD,SSD,59.7,638,6970,92.66,6.89,1.55,2012,9
HGST HTS545050A7E6800,HDD,465.8,638,6971,,,,2014,6
TOSHIBA MQ02ABF100,HDD,931.5,637,6972,142.5,4.47,0.15,2014,23
HGST HTE725032A7E630,HDD,298.1,637,6973,53.67,11.87,0.18,2016,8
MTRON MSD-SATA3535,HDD,59.6,637,6974,,,,2013,6
MAXTOR STM31000333AS,HDD,931.5,637,6975,,,,2009,8
HP GB1000EAFJL,HDD,931.5,637,6976,138,4.62,0.15,2012,12
Hitachi HTS725032A7E630,HDD,298.1,637,6977,41.9,15.2,0.14,2012,8
WDC WD3200AAKS,HDD,298.1,635,6978,29.95,21.21,0.1,2008,85
Seagate ST3500320SV,HDD,465.8,635,6979,,,,2009,21
Seagate ST95005620AS,HDD,465.8,635,6980,54.99,11.54,0.12,2010,36
Seagate ST500LX025,HDD,465.8,634,6981,144,4.41,0.31,2017,11
KingSpec KSD-SA25.7-032MJ,SSD,28,634,6982,,,,2016,12
Hitachi HDS721075CLA332,HDD,698.6,633,6983,,,,2010,6
TOSHIBA MQ01ABD0,HDD,698.6,633,6984,,,,2012,57
Seagate STM3160318AS,HDD,149,633,6985,,,,2009,8
FUJITSU MBA3073RC,HDD,68.5,633,6986,112.99,5.6,1.65,2012,12
WDC WD10J31X,HDD,931.5,633,6987,204.5,3.1,0.22,2015,39
TOSHIBA MQ01ABD100R,HDD,931.5,633,6988,,,,2014,10
HGST HTS541010A9E6800,HDD,931.5,633,6989,,,,2014,57
Seagate ST350041 2AS,HDD,465.8,633,6990,,,,2012,13
Seagate ST3500410SV,HDD,465.8,633,6991,14.99,42.2,0.03,2009,6
Hitachi HTS725050A9A362,HDD,451.1,632,6992,,,,2010,6
Seagate ST3750330NS,HDD,698.6,632,6993,54.89,11.51,0.08,2009,38
WDC WD6400AARS,HDD,596.2,632,6994,62.4,10.13,0.1,2010,83
Seagate ST31000340NS,HDD,931.5,632,6995,42.89,14.74,0.05,2009,273
Toshiba 064GEA,HDD,58.2,632,6996,,,,2015,44
SanDisk Extreme USB,SSD,59.6,632,6997,,,,2015,5
TOSHIBA HDWL110,HDD,931.5,632,6998,,,,2018,10
HGST HTS 725032A7E630,HDD,298.1,631,6999,,,,2013,9
HGST HTS 541075A9E680,HDD,698.6,631,7000,,,,2013,107
Hitachi HDS721064CLA,HDD,596.2,631,7001,,,,2012,18
HGST HTS541075A9E6800,HDD,698.6,630,7002,,,,2014,8
Seagate ST3750330AS,HDD,698.6,630,7003,52,12.12,0.07,2008,6
Seagate ST750LM030,HDD,698.6,630,7004,,,,2016,8
HGST HTE725050A7E630,HDD,465.8,630,7005,129.95,4.85,0.28,2013,6
Hitachi HUA722020ALA330 45W6276 59Y1813IBM,HDD,1800,630,7006,,,,2016,7
SAMSUNG HD203WI,HDD,1800,630,7007,,,,2012,24
HGST HTS725032A7E6300,HDD,298.1,630,7008,,,,2015,26
CORSAIR CMFSSD-64NI,SSD,60.2,630,7009,,,,2014,5
SAMSUNG HN-M500MBB,HDD,465.8,630,7010,64.41,9.78,0.14,2012,128
Hitachi HTS723232A7A364,HDD,298.1,630,7011,29.99,20.99,0.1,2011,68
WDC WD1602ABYS,HDD,149,629,7012,,,,2015,5
Patriot Torqx 64GB SSD,SSD,59.6,629,7013,63.99,9.83,1.07,2009,5
SAMSUNG HD154UI,HDD,1400,629,7014,49.99,12.57,0.04,2009,12
Seagate ST500LT025,HDD,465.8,628,7015,,,,2015,5
CLOVER CN-M750MBB,HDD,698.6,628,7016,,,,2017,6
Hitachi HDT721032SLA360,HDD,58.6,627,7017,26,24.12,0.44,2009,1
TOSHIBA MQ02ABD100H,HDD,931.5,626,7018,79.49,7.88,0.09,2015,100
SEAGATE ST3300555SS,HDD,279.4,626,7019,52.09,12.02,0.19,2013,5
SanDisk DS2032,SSD,29.1,626,7020,,,,2015,8
Hitachi HTS725050A9A364,HDD,465.8,626,7021,99.99,6.26,0.21,2009,32
Seagate ST9750422AS,HDD,698.6,625,7022,90,6.94,0.13,2013,48
SanDisk SSD U100 16GB,SSD,14.9,625,7023,,,,2013,7
Seagate ST3500320NS,HDD,465.8,624,7024,59.99,10.4,0.13,2009,123
Seagate ST500UM001,HDD,465.8,624,7025,,,,2014,25
Seagate ST1000UM000,HDD,931.5,624,7026,,,,2014,19
Seagate ST31000322CS,HDD,931.5,624,7027,205.89,3.03,0.22,2012,64
WD10SPCX-75HWST,HDD,931.5,623,7028,,,,2014,7
TOSHIBA MQ01ABD064,HDD,596.2,623,7029,,,,2013,66
SAMSUNG HD102UJ,HDD,931.5,623,7030,,,,2009,12
TOSHIBA MQ01ABD032,HDD,298.1,623,7031,12.99,47.95,0.04,2012,47
Hitachi HDS721025CLA382,HDD,232.8,623,7032,159.98,3.89,0.69,2010,22
TOSHIBA MK3261GSYN,HDD,298.1,623,7033,29.19,21.33,0.1,2011,23
SAMSUNG HD322IJ,HDD,298.1,622,7034,,,,2013,10
SAMSUNG HM500JJ,HDD,465.8,622,7035,289.89,2.15,0.62,2010,151
SAMSUNG HD105SI,HDD,921.7,622,7036,70.52,8.82,0.08,2010,9
WDC WD3200AAJS,HDD,296.6,620,7037,20.49,30.26,0.07,2009,177
Patriot Warp V2 128GB SSD,SSD,119.2,620,7038,,,,2016,1
Seagate ST3250310NS,HDD,232.8,620,7039,178,3.48,0.76,2008,69
Apacer AS203 128GB,SSD,119.2,620,7040,,,,2015,1
TOSHIBA MK7559GSXP,HDD,698.6,619,7041,97,6.38,0.14,2010,10
TOSHIBA MK3261GSY,HDD,296.9,619,7042,22,28.14,0.07,2011,73
Hitachi HDS721025CLA,HDD,232.8,619,7043,,,,2013,13
SAMSUNG HN-M640MBB,HDD,596.2,619,7044,157.95,3.92,0.26,2013,13
Hitachi HDT721010SLA360,HDD,931.5,619,7045,39.99,15.47,0.04,2009,23
Seagate ST3320413AS,HDD,298.1,619,7046,71,8.71,0.24,2011,22
MAXTOR STM3160813AS,HDD,149,618,7047,,,,2009,6
SAMSUNG HD752LJ,HDD,300,618,7048,,,,2009,1
WDC WD5000BEKT,HDD,465.8,617,7049,49.99,12.35,0.11,2010,18
SAMSUNG HN-M250MBB,HDD,232.9,617,7050,,,,2013,8
Seagate ST31000424CS,HDD,931.5,617,7051,98,6.3,0.11,2013,26
Seagate ST500LM012,HDD,465.8,616,7052,33.36,18.48,0.07,2012,11
SAMSUNG HD502HI,HDD,465.8,616,7053,171.19,3.6,0.37,2009,40
TOSHIBA MQ01ABF0,HDD,298.1,616,7054,,,,2014,6
Seagate ST332041 8AS,HDD,298.1,616,7055,,,,2012,9
Seagate ST9500423AS,HDD,465.8,615,7056,60.79,10.12,0.13,2011,50
HGST HTS 541010A9E680,HDD,931.5,615,7057,,,,2013,85
WDC WD10EARS,HDD,931.5,614,7058,129.89,4.73,0.14,2010,77
SSD Smar tbuy 60GB,SSD,55.9,613,7059,,,,2016,1
Seagate ST92505610AS,HDD,232.9,613,7060,73.62,8.33,0.32,2010,31
HGST HTS545050A7E660,HDD,465.8,613,7061,,,,2014,86
SAMSUNG HM250HJ,HDD,232.9,613,7062,,,,2012,39
Hitachi HTS545050A7E380,HDD,465.8,612,7063,20.89,29.3,0.04,2011,132
WDC WD15EARX,HDD,1400,612,7064,135,4.53,0.1,2011,165
Hitachi HDE721010SLA,HDD,931.5,612,7065,,,,2012,10
HGST HTS545025A7E380,HDD,232.9,612,7066,55.99,10.93,0.24,2014,9
APPLE HDD WDC WD10EALX-408EA0,HDD,931.5,611,7067,,,,2013,19
FUJITSU MBA3147RC,HDD,136.7,611,7068,64.03,9.54,0.47,2012,40
SAMSUNG HE642JJ,HDD,596.2,611,7069,,,,2013,7
WDC WD1600AAJS,HDD,149,611,7070,29.99,20.37,0.2,2009,104
Hitachi HDE721050SLA330,HDD,465.8,610,7071,,,,2013,21
WDC WD7500L12X,HDD,713.5,610,7072,,,,2014,9
Samsung DWBD3R,HDD,116.5,609,7073,,,,2015,10
WDC WD15EVDS,HDD,1400,609,7074,,,,2013,21
TOSHIBA MQ01ABF032,HDD,298.1,609,7075,43.86,13.88,0.15,2013,32
HGST HTS541515A9E630,HDD,1400,608,7076,,,,2013,113
HGST HTS545050A7,HDD,465.8,608,7077,,,,2013,54
Seagate ST750LM022,HDD,698.6,608,7078,,,,2012,203
WDC WD10EURS,HDD,931.5,608,7079,89,6.83,0.1,2010,55
Hitachi HTS723225A7A364,HDD,232.9,608,7080,39.99,15.19,0.17,2011,11
Seagate ST750LM022,HDD,698.6,607,7081,74,8.21,0.11,2012,104
TOSHIBA MK3261GSYG,HDD,298.1,607,7082,,,,2013,10
Hitachi HTS725050A9A360,HDD,465.8,607,7083,43.98,13.8,0.09,2009,8
Seagate ST3500620AS,HDD,465.8,607,7084,126,4.82,0.27,2008,10
HGST HTS541010A9E680,HDD,931.5,607,7085,71.77,8.45,0.08,2013,322
Hitachi HDT721064SLA360,HDD,596.2,606,7086,20.99,28.89,0.04,2009,6
SAMSUNG HD252HJ,HDD,232.9,605,7087,,,,2008,6
MD1TBLSSHD,HDD,931.5,605,7088,,,,2017,5
Seagate ST750LM000,HDD,698.6,605,7089,,,,2013,59
Samsung CWBD3R,HDD,58.2,605,7090,,,,2015,23
Seagate ST3320413CS,HDD,298.1,605,7091,98.01,6.17,0.33,2013,6
WDC WD5000M22K,HDD,465.8,604,7092,,,,2014,48
Seagate ST3500820AS,HDD,73.2,604,7093,,,,2008,1
Samsung BWBD3R,HDD,29.1,603,7094,,,,2015,16
Seagate ST3250312CS,HDD,232.9,603,7095,64.99,9.28,0.28,2013,62
Kingston T52732,SSD,28.5,603,7096,,,,2016,6
MAXTOR STM3500320AS,HDD,465.8,603,7097,,,,2008,7
Seagate ST3160318AS,HDD,149,602,7098,31.19,19.31,0.21,2009,41
WDC WD20EVDS,HDD,1800,602,7099,,,,2012,5
WDC WD7500AARX,HDD,698.6,602,7100,113.15,5.32,0.16,2011,41
Seagate ST500LM030,HDD,465.8,602,7101,51.99,11.58,0.11,2016,79
Seagate ST500LX003,HDD,465.8,602,7102,60,10.03,0.13,2012,8
Seagate ST350032 0AS,HDD,465.8,601,7103,,,,2012,153
BHT WR202HH032G E70215F5,SSD,29.1,601,7104,,,,2016,7
SAMSUNG HN-M101MBB,HDD,931.5,600,7105,51.19,11.73,0.05,2011,9
APPLE HDD ST500LM012,HDD,465.8,600,7106,,,,2013,19
Hynix HBG4a,SSD,29.1,600,7107,,,,2017,9
WDC WD5000AVCS,HDD,465.8,600,7108,66.89,8.97,0.14,2013,21
Hitachi HUA722020ALA330,HDD,1800,599,7109,34.99,17.12,0.02,2012,7
SAMSUNG HD203WI,HDD,500,599,7110,205.89,2.91,0.41,2010,1
TOSHIBA MQ01ABC150,HDD,1400,599,7111,139,4.31,0.1,2013,11
HITACHI HTS723225A7A365 OPAL,HDD,232.9,599,7112,,,,2013,11
SAMSUNG HD753LJ,HDD,698.6,599,7113,75,7.98,0.11,2008,8
Seagate ST3500320AS,HDD,465.8,599,7114,57.8,10.36,0.12,2008,23
WDC WD10EVVS,HDD,931.5,598,7115,148.29,4.03,0.16,2013,22
WDC WD2500AVJS,HDD,48.8,598,7116,89.99,6.65,1.84,2009,1
Seagate ST9500424AS,HDD,453.7,598,7117,85,7.04,0.19,2011,84
SAMSUNG HD502IJ,HDD,465.6,598,7118,59.99,9.97,0.13,2008,27
WDC WD10EADS,HDD,931.5,597,7119,99.25,6.02,0.11,2010,69
HGST HTS721075A9E6300,HDD,698.6,597,7120,,,,2014,8
HGST HTS541075A9E680,HDD,698.6,596,7121,39.99,14.91,0.06,2013,75
Patriot Warp V2 32GB,HDD,29.8,596,7122,,,,2013,1
TOSHIBA MK6461GSYN,HDD,596.2,596,7123,124.09,4.8,0.21,2010,92
Seagate ST9500530NS,HDD,465.8,596,7124,44,13.55,0.09,2014,7
WDC WD2500LPVX,HDD,232.9,596,7125,51.99,11.46,0.22,2014,30
MAXTOR STM3750330AS,HDD,698.6,596,7126,,,,2013,13
WDC WD10EADX,HDD,931.5,595,7127,89.99,6.62,0.1,2011,11
Hitachi HDT721032SLA380,HDD,97.7,595,7128,,,,2009,1
WD WD10SPCX-08S8TT0,HDD,931.5,595,7129,,,,2016,5
Seagate ST3250412CS,HDD,232.9,595,7130,41.99,14.17,0.18,2013,17
HGST HTS725032A7E635 OPAL,HDD,298.1,594,7131,,,,2014,10
WD WD5000LPCX-24C6H,HDD,465.8,594,7132,,,,2015,6
Hitachi HTS725032A9A362,HDD,280.5,594,7133,,,,2010,1
Seagate ST93205620AS,HDD,298.1,594,7134,149.99,3.96,0.5,2010,32
HGST HTS545050A7E680,HDD,465.8,594,7135,150,3.96,0.32,2013,259
Hitachi HTS725025A9A364,HDD,232.9,593,7136,,,,2012,18
Hitachi HCS5C1025CLA382,HDD,232.9,593,7137,,,,2013,5
Seagate ST250LM004,HDD,232.9,592,7138,,,,2012,7
KingSpec KSD-SA25.5-032MJ,SSD,29.8,592,7139,,,,2012,6
Seagate ST3500418ASQ,HDD,465.8,592,7140,,,,2012,14
OCZ AGILITY EX 64GB,SSD,59.6,591,7141,,,,2014,1
JM SSD,SSD,60.2,590,7142,,,,2012,6
Hitachi HDS721064CLA332,HDD,596.2,590,7143,,,,2010,50
SAMSUNG HD251HJ,HDD,232.9,588,7144,29.49,19.95,0.13,2012,9
WDC WD3200LPVT,HDD,298.1,588,7145,51.99,11.31,0.17,2013,58
WDC WD8000AARS,HDD,745.1,587,7146,74.78,7.85,0.1,2010,22
Hitachi HTS725025A9A362,HDD,232.9,587,7147,,,,2013,12
EM200AA001-9VY132,HDD,186.3,586,7148,,,,2013,9
WDC WD10EVDS,HDD,931.5,586,7149,,,,2012,51
TOSHIBA MQ01ABD0,HDD,298.1,583,7150,,,,2012,9
Seagate ST31000528ASQ,HDD,931.5,583,7151,,,,2012,13
SAMSUNG HE502IJ,HDD,465.8,583,7152,,,,2009,8
ORACLE BlockVolume,HDD,47,582,7153,,,,2021,5
SAMSUNG HD250HJ,HDD,232.9,582,7154,,,,2008,26
MAXTOR STM3250310AS,HDD,232.9,581,7155,,,,2008,21
WDC WD3200LPCX,HDD,298.1,581,7156,38,15.29,0.13,2014,34
PATRIOT MEMORY 32GB,HDD,29.8,581,7157,,,,2014,1
WDC WD2500AVJS,HDD,232.9,581,7158,,,,2012,6
TOSHIBA MK2556GSY,HDD,232.9,580,7159,,,,2012,12
WDC WD10EACS,HDD,931.5,580,7160,20,29,0.02,2009,12
TOSHIBA MK5061GSYB,HDD,465.8,580,7161,,,,2015,5
TOSHIBA MQ01ABD032V -63,HDD,298.1,580,7162,,,,2018,5
Seagate ST3500820AS,HDD,465.8,580,7163,,,,2012,142
WDC WD3200LPVX,HDD,298.1,579,7164,24.95,23.22,0.08,2013,27
TOSHIBA MK2561GS,HDD,232.9,579,7165,,,,2013,9
TOSHIBA MK6461GSY,HDD,596.2,579,7166,199.95,2.9,0.34,2010,176
TOSHIBA MK3259GSX,HDD,298.1,579,7167,,,,2013,10
FUJITSU MAX3073RC,HDD,68.4,579,7168,,,,2013,19
WDC WD7500BPVT,HDD,698.6,579,7169,30.99,18.68,0.04,2011,80
Seagate ST9640423AS,HDD,596.2,578,7170,80.89,7.15,0.14,2011,6
WDC WD15EADS,HDD,1400,578,7171,83.35,6.94,0.06,2010,14
OCZ CORE SSD,SSD,119.4,578,7172,,,,2013,6
Seagate ST9500421AS,HDD,465.8,578,7173,,,,2012,5
Seagate ST31000340AS,HDD,931.5,577,7174,,,,2008,6
HGST HTS545050A7E380,HDD,465.8,577,7175,55.99,10.31,0.12,2012,90
Hitachi HTS725032A9A360,HDD,297.8,577,7176,,,,2010,79
HGST HTS725032A7,HDD,298.1,577,7177,,,,2013,12
WDC WD10JFCX,HDD,931.5,577,7178,69.82,8.26,0.07,2014,7
TOSHIBA MK1661GSYN,HDD,149,575,7179,98.99,5.81,0.66,2013,21
SanDisk SSD P4 SLC 64GB,SSD,59.6,575,7180,,,,2019,1
Seagate ST3320311CS,HDD,298.1,574,7181,62.19,9.23,0.21,2013,19
Seagate ST3320310CS,HDD,298.1,574,7182,27.99,20.51,0.09,2009,10
Hitachi HDT72101,HDD,931.5,574,7183,,,,2013,16
Hitachi HTS725032A9A364,HDD,298.1,573,7184,35,16.37,0.12,2009,33
Hitachi HTS72503,HDD,298.1,573,7185,,,,2013,12
SSD64G,SSD,59,573,7186,,,,2015,7
MAXTOR STM3750330AS,HDD,54.2,573,7187,,,,2009,1
WDC WD5000AVDS,HDD,465.7,572,7188,16.99,33.69,0.04,2010,32
Seagate ST500UM000,HDD,465.8,572,7189,,,,2013,6
